name,dis,freq,fga,fgp,jrsmith1,jrsmith2
Isaiah Thomas,0-4 Feet,0.4285714285714286,197,0.29949238578680204,0,1
Isaiah Thomas,4-6 Feet,0.4017857142857143,184,0.386,0,1
Isaiah Thomas,6+ Feet,0.16964285714285715,78,0.436,0,1
Mirza Teletovic,0-4 Feet,0.24579124579124578,113,0.34513274336283184,0,0
Mirza Teletovic,4-6 Feet,0.5319865319865319,245,0.392,0,0
Mirza Teletovic,6+ Feet,0.2222222222222222,102,0.451,0,0
Rodney Hood,0-4 Feet,0.2554112554112554,115,0.28695652173913044,0,0
Rodney Hood,4-6 Feet,0.4696969696969697,211,0.374,0,0
Rodney Hood,6+ Feet,0.2748917748917749,123,0.398,0,0
Kevin Love,0-4 Feet,0.09555555555555555,42,0.42857142857142855,1,0
Kevin Love,4-6 Feet,0.3377777777777778,148,0.284,1,0
Kevin Love,6+ Feet,0.5666666666666667,249,0.394,1,0
JJ Redick,0-4 Feet,0.2510460251046025,106,0.4528301886792453,0,0
JJ Redick,4-6 Feet,0.40376569037656906,170,0.471,0,0
JJ Redick,6+ Feet,0.3451882845188285,145,0.497,0,0
Gordon Hayward,0-4 Feet,0.15542521994134897,63,0.31746031746031744,0,0
Gordon Hayward,4-6 Feet,0.4428152492668622,182,0.313,0,0
Gordon Hayward,6+ Feet,0.40175953079178894,165,0.4,0,0
Avery Bradley,0-4 Feet,0.26130653266331655,104,0.3076923076923077,0,0
Avery Bradley,4-6 Feet,0.4221105527638191,169,0.355,0,0
Avery Bradley,6+ Feet,0.3165829145728643,126,0.405,0,0
Nicolas Batum,0-4 Feet,0.3537117903930131,141,0.2907801418439716,0,0
Nicolas Batum,4-6 Feet,0.3624454148471616,145,0.386,0,0
Nicolas Batum,6+ Feet,0.2838427947598253,113,0.372,0,0
Kyle Korver,0-4 Feet,0.2978395061728395,118,0.3644067796610169,0,0
Kyle Korver,4-6 Feet,0.4074074074074075,162,0.444,0,0
Kyle Korver,6+ Feet,0.2947530864197531,117,0.368,0,0
Hollis Thompson,0-4 Feet,0.20344827586206896,80,0.2,0,0
Hollis Thompson,4-6 Feet,0.4775862068965517,187,0.406,0,0
Hollis Thompson,6+ Feet,0.3189655172413793,125,0.456,0,0
Evan Fournier,0-4 Feet,0.07819905213270142,30,0.2,0,0
Evan Fournier,4-6 Feet,0.35545023696682465,137,0.358,0,0
Evan Fournier,6+ Feet,0.566350710900474,219,0.452,0,0
CJ Miles,0-4 Feet,0.27986906710310966,108,0.3425925925925926,0,0
CJ Miles,4-6 Feet,0.40098199672667756,155,0.394,0,0
CJ Miles,6+ Feet,0.3191489361702128,123,0.35,0,0
Marvin Williams,0-4 Feet,0.09037328094302553,34,0.47058823529411764,1,0
Marvin Williams,4-6 Feet,0.45186640471512773,171,0.368,1,0
Marvin Williams,6+ Feet,0.4577603143418468,173,0.422,1,0
D'Angelo Russell,0-4 Feet,0.225974025974026,83,0.1686746987951807,0,0
D'Angelo Russell,4-6 Feet,0.4753246753246753,175,0.406,0,0
D'Angelo Russell,6+ Feet,0.2987012987012987,110,0.409,0,0
Matt Barnes,0-4 Feet,0.11588785046728971,43,0.3023255813953488,0,0
Matt Barnes,4-6 Feet,0.5214953271028038,193,0.347,0,0
Matt Barnes,6+ Feet,0.3626168224299065,134,0.291,0,0
Kentavious Caldwell-Pope,0-4 Feet,0.21148825065274152,78,0.19230769230769232,0,0
Kentavious Caldwell-Pope,4-6 Feet,0.4308093994778068,158,0.348,0,0
Kentavious Caldwell-Pope,6+ Feet,0.3577023498694517,131,0.328,0,0
Jae Crowder,0-4 Feet,0.17155756207674944,61,0.29508196721311475,0,0
Jae Crowder,4-6 Feet,0.5711060948081265,202,0.317,0,0
Jae Crowder,6+ Feet,0.25733634311512416,91,0.396,0,0
Khris Middleton,0-4 Feet,0.3924050632911392,141,0.28368794326241137,0,0
Khris Middleton,4-6 Feet,0.40189873417721517,145,0.434,0,0
Khris Middleton,6+ Feet,0.20569620253164558,74,0.527,0,0
Ryan Anderson,0-4 Feet,0.07772020725388601,28,0.14285714285714285,0,0
Ryan Anderson,4-6 Feet,0.43523316062176165,155,0.303,0,0
Ryan Anderson,6+ Feet,0.48704663212435234,174,0.46,0,0
Brandon Knight,0-4 Feet,0.18974358974358974,66,0.4090909090909091,1,0
Brandon Knight,4-6 Feet,0.46410256410256406,162,0.29,1,0
Brandon Knight,6+ Feet,0.34615384615384615,121,0.372,1,0
Al-Farouq Aminu,0-4 Feet,0.10905349794238683,38,0.3684210526315789,0,0
Al-Farouq Aminu,4-6 Feet,0.3004115226337448,105,0.438,0,0
Al-Farouq Aminu,6+ Feet,0.5905349794238682,206,0.32,0,0
Danny Green,0-4 Feet,0.1472,51,0.3137254901960784,0,0
Danny Green,4-6 Feet,0.3584,125,0.304,0,0
Danny Green,6+ Feet,0.4944,173,0.358,0,0
Nikola Mirotic,0-4 Feet,0.11443661971830985,39,0.4358974358974359,1,0
Nikola Mirotic,4-6 Feet,0.48591549295774644,168,0.387,1,0
Nikola Mirotic,6+ Feet,0.39964788732394363,138,0.384,1,0
Jamal Crawford,0-4 Feet,0.42234332425068116,145,0.32413793103448274,0,1
Jamal Crawford,4-6 Feet,0.38147138964577654,131,0.366,0,1
Jamal Crawford,6+ Feet,0.1961852861035422,68,0.324,0,1
Dirk Nowitzki,0-4 Feet,0.1941747572815534,66,0.24242424242424243,0,0
Dirk Nowitzki,4-6 Feet,0.39158576051779936,134,0.366,0,0
Dirk Nowitzki,6+ Feet,0.41423948220064727,142,0.43,0,0
Russell Westbrook,0-4 Feet,0.22127659574468087,76,0.18421052631578946,0,0
Russell Westbrook,4-6 Feet,0.4170212765957447,142,0.338,0,0
Russell Westbrook,6+ Feet,0.3617021276595745,123,0.317,0,0
Bojan Bogdanovic,0-4 Feet,0.1574279379157428,53,0.2830188679245283,0,0
Bojan Bogdanovic,4-6 Feet,0.4146341463414634,139,0.367,0,0
Bojan Bogdanovic,6+ Feet,0.4279379157427938,144,0.438,0,0
Terrence Ross,0-4 Feet,0.31851851851851853,106,0.3584905660377358,0,0
Terrence Ross,4-6 Feet,0.4444444444444444,148,0.399,0,0
Terrence Ross,6+ Feet,0.23703703703703702,79,0.418,0,0
Reggie Jackson,0-4 Feet,0.18148148148148147,60,0.2833333333333333,0,0
Reggie Jackson,4-6 Feet,0.5666666666666667,190,0.342,0,0
Reggie Jackson,6+ Feet,0.2518518518518518,85,0.424,0,0
Chris Paul,0-4 Feet,0.18983050847457625,63,0.2857142857142857,0,0
Chris Paul,4-6 Feet,0.5152542372881356,169,0.385,0,0
Chris Paul,6+ Feet,0.29491525423728815,97,0.402,0,0
John Wall,0-4 Feet,0.14814814814814817,49,0.3673469387755102,1,0
John Wall,4-6 Feet,0.4897119341563786,160,0.338,1,0
John Wall,6+ Feet,0.3621399176954732,118,0.364,1,0
Nik Stauskas,0-4 Feet,0.1474036850921273,48,0.22916666666666666,0,0
Nik Stauskas,4-6 Feet,0.40033500837520936,130,0.323,0,0
Nik Stauskas,6+ Feet,0.4522613065326634,147,0.361,0,0
Will Barton,0-4 Feet,0.23404255319148934,76,0.34210526315789475,0,0
Will Barton,4-6 Feet,0.5227963525835866,169,0.367,0,0
Will Barton,6+ Feet,0.24316109422492402,79,0.304,0,0
Jordan Clarkson,0-4 Feet,0.22068965517241382,70,0.2857142857142857,0,0
Jordan Clarkson,4-6 Feet,0.4862068965517241,155,0.303,0,0
Jordan Clarkson,6+ Feet,0.2931034482758621,93,0.473,0,0
Lou Williams,0-4 Feet,0.3939393939393939,126,0.3333333333333333,0,0
Lou Williams,4-6 Feet,0.42857142857142855,137,0.321,0,0
Lou Williams,6+ Feet,0.1774891774891775,57,0.404,0,0
