name,dis,freq,fga,fgp,jrsmith1,jrsmith2
Kevin Durant,4-6 Feet,0.44673539518900346,220,0.414,0,1
Kevin Durant,6+ Feet,0.14776632302405499,72,0.472,0,1
James Harden,0-4 Feet,0.20698254364089774,100,0.37,0,0
James Harden,4-6 Feet,0.543640897755611,262,0.336,0,0
James Harden,6+ Feet,0.24937655860349128,121,0.43,0,0
JR Smith,0-4 Feet,0.23856858846918494,115,0.33043478260869563,0,0
JR Smith,4-6 Feet,0.4174950298210736,200,0.385,0,0
JR Smith,6+ Feet,0.3439363817097416,165,0.448,0,0
Brandon Jennings,0-4 Feet,0.37871287128712877,173,0.24855491329479767,0,0
Brandon Jennings,4-6 Feet,0.40346534653465344,184,0.386,0,0
Brandon Jennings,6+ Feet,0.2178217821782178,100,0.4,0,0
Jamal Crawford,0-4 Feet,0.3747178329571106,167,0.3473053892215569,0,0
Jamal Crawford,4-6 Feet,0.381489841986456,170,0.376,0,0
Jamal Crawford,6+ Feet,0.24379232505643345,109,0.358,0,0
Trevor Ariza,0-4 Feet,0.12596899224806202,55,0.2727272727272727,0,0
Trevor Ariza,4-6 Feet,0.35077519379844957,153,0.392,0,0
Trevor Ariza,6+ Feet,0.5232558139534884,228,0.456,0,0
Channing Frye,0-4 Feet,0.1135135135135135,49,0.2653061224489796,0,0
Channing Frye,4-6 Feet,0.3801801801801801,164,0.341,0,0
Channing Frye,6+ Feet,0.5063063063063064,219,0.416,0,0
Jose Calderon,0-4 Feet,0.31161971830985913,132,0.3560606060606061,0,0
Jose Calderon,4-6 Feet,0.4014084507042253,170,0.506,0,0
Jose Calderon,6+ Feet,0.2869718309859155,121,0.463,0,0
Carmelo Anthony,0-4 Feet,0.2619047619047619,109,0.3486238532110092,0,0
Carmelo Anthony,4-6 Feet,0.42063492063492064,174,0.385,0,0
Carmelo Anthony,6+ Feet,0.31746031746031744,132,0.47,0,0
Terrence Ross,0-4 Feet,0.29259259259259257,118,0.2966101694915254,0,0
Terrence Ross,4-6 Feet,0.4185185185185185,168,0.375,0,0
Terrence Ross,6+ Feet,0.28888888888888886,116,0.526,0,0
Jodie Meeks,0-4 Feet,0.2087912087912088,84,0.3333333333333333,0,0
Jodie Meeks,4-6 Feet,0.46153846153846156,187,0.369,0,0
Jodie Meeks,6+ Feet,0.32967032967032966,133,0.489,0,0
Joe Johnson,0-4 Feet,0.18112244897959182,71,0.323943661971831,0,0
Joe Johnson,4-6 Feet,0.3979591836734694,156,0.359,0,0
Joe Johnson,6+ Feet,0.42091836734693877,165,0.461,0,0
Nicolas Batum,0-4 Feet,0.14081632653061227,57,0.2807017543859649,0,0
Nicolas Batum,4-6 Feet,0.3693877551020408,148,0.311,0,0
Nicolas Batum,6+ Feet,0.4897959183673469,196,0.418,0,0
Jeff Green,0-4 Feet,0.2202380952380952,87,0.26436781609195403,0,0
Jeff Green,4-6 Feet,0.3898809523809524,153,0.34,0,0
Jeff Green,6+ Feet,0.3898809523809524,152,0.388,0,0
Kyle Korver,0-4 Feet,0.2776911076443058,106,0.39622641509433965,0,0
Kyle Korver,4-6 Feet,0.3619344773790952,138,0.486,0,0
Kyle Korver,6+ Feet,0.36037441497659906,137,0.533,0,0
Jameer Nelson,0-4 Feet,0.30210325047801145,118,0.2711864406779661,0,0
Jameer Nelson,4-6 Feet,0.468451242829828,182,0.39,0,0
Jameer Nelson,6+ Feet,0.22944550669216066,89,0.371,0,0
Martell Webster,0-4 Feet,0.15639810426540282,57,0.2631578947368421,0,0
Martell Webster,4-6 Feet,0.3981042654028436,146,0.425,0,0
Martell Webster,6+ Feet,0.4454976303317535,163,0.411,0,0
Vince Carter,0-4 Feet,0.19037199124726478,71,0.323943661971831,0,0
Vince Carter,4-6 Feet,0.5404814004376367,200,0.39,0,0
Vince Carter,6+ Feet,0.26914660831509846,100,0.45,0,0
Isaiah Thomas,0-4 Feet,0.3765060240963855,134,0.3208955223880597,0,0
Isaiah Thomas,4-6 Feet,0.4186746987951807,149,0.309,0,0
Isaiah Thomas,6+ Feet,0.20481927710843373,73,0.479,0,0
Tim Hardaway Jr.,0-4 Feet,0.15678776290630972,56,0.2857142857142857,0,0
Tim Hardaway Jr.,4-6 Feet,0.42447418738049714,152,0.329,0,0
Tim Hardaway Jr.,6+ Feet,0.4187380497131931,150,0.427,0,0
Chandler Parsons,0-4 Feet,0.1971830985915493,69,0.30434782608695654,0,0
Chandler Parsons,4-6 Feet,0.49295774647887325,173,0.347,0,0
Chandler Parsons,6+ Feet,0.3098591549295775,108,0.454,0,0
James Anderson,0-4 Feet,0.1346938775510204,47,0.2553191489361702,0,0
James Anderson,4-6 Feet,0.40408163265306124,142,0.331,0,0
James Anderson,6+ Feet,0.4612244897959184,162,0.346,0,0
Wilson Chandler,0-4 Feet,0.3453389830508475,120,0.325,0,0
Wilson Chandler,4-6 Feet,0.42161016949152547,146,0.329,0,0
Wilson Chandler,6+ Feet,0.23305084745762714,81,0.42,0,0
Nick Young,0-4 Feet,0.4847715736040609,170,0.4117647058823529,1,1
Nick Young,4-6 Feet,0.33756345177664976,118,0.347,1,1
Nick Young,6+ Feet,0.17766497461928935,62,0.387,1,1
Mirza Teletovic,0-4 Feet,0.1628614916286149,56,0.25,0,0
Mirza Teletovic,4-6 Feet,0.5342465753424657,183,0.421,0,0
Mirza Teletovic,6+ Feet,0.3028919330289193,104,0.385,0,0
Kyrie Irving,0-4 Feet,0.27075812274368233,93,0.26881720430107525,0,0
Kyrie Irving,4-6 Feet,0.44765342960288806,153,0.379,0,0
Kyrie Irving,6+ Feet,0.28158844765342955,96,0.417,0,0
Bradley Beal,0-4 Feet,0.20333333333333334,69,0.2463768115942029,0,0
Bradley Beal,4-6 Feet,0.39666666666666667,134,0.381,0,0
Bradley Beal,6+ Feet,0.4,135,0.504,0,0
Brandon Knight,0-4 Feet,0.1461038961038961,49,0.2653061224489796,0,0
Brandon Knight,4-6 Feet,0.47077922077922074,158,0.348,0,0
Brandon Knight,6+ Feet,0.3831168831168831,129,0.326,0,0
Trey Burke,0-4 Feet,0.18933333333333335,63,0.31746031746031744,0,0
Trey Burke,4-6 Feet,0.5573333333333333,187,0.31,0,0
Trey Burke,6+ Feet,0.25333333333333335,85,0.388,0,0
D.J. Augustin,0-4 Feet,0.2581344902386117,84,0.35714285714285715,0,0
D.J. Augustin,4-6 Feet,0.43817787418655096,143,0.406,0,0
D.J. Augustin,6+ Feet,0.3036876355748373,99,0.444,0,0
Dirk Nowitzki,0-4 Feet,0.22692307692307692,74,0.40540540540540543,0,0
Dirk Nowitzki,4-6 Feet,0.43076923076923074,142,0.352,0,0
Dirk Nowitzki,6+ Feet,0.34230769230769226,113,0.451,0,0
Kemba Walker,0-4 Feet,0.24210526315789474,78,0.24358974358974358,0,0
Kemba Walker,4-6 Feet,0.4701754385964912,151,0.344,0,0
Kemba Walker,6+ Feet,0.28771929824561404,93,0.387,0,0
Mike Dunleavy,0-4 Feet,0.20863309352517986,67,0.3283582089552239,0,0
Mike Dunleavy,4-6 Feet,0.45083932853717024,144,0.313,0,0
Mike Dunleavy,6+ Feet,0.3405275779376498,109,0.495,0,0
Danny Green,0-4 Feet,0.21360759493670886,68,0.45588235294117646,1,0
Danny Green,4-6 Feet,0.41139240506329117,131,0.366,1,0
Danny Green,6+ Feet,0.375,119,0.445,1,0
Patty Mills,0-4 Feet,0.19832985386221294,63,0.4126984126984127,0,0
Patty Mills,4-6 Feet,0.4342379958246346,138,0.406,0,0
Patty Mills,6+ Feet,0.3674321503131524,117,0.453,0,0
Marcus Thornton,0-4 Feet,0.2306122448979592,70,0.3,0,0
Marcus Thornton,4-6 Feet,0.49183673469387756,150,0.333,0,0
Marcus Thornton,6+ Feet,0.27755102040816326,85,0.376,0,0
Ray Allen,0-4 Feet,0.20035149384885767,62,0.3225806451612903,0,0
Ray Allen,4-6 Feet,0.36203866432337434,112,0.348,0,0
Ray Allen,6+ Feet,0.4376098418277681,135,0.422,0,0
John Wall,0-4 Feet,0.21304347826086953,64,0.28125,0,0
John Wall,4-6 Feet,0.43913043478260866,133,0.301,0,0
John Wall,6+ Feet,0.3478260869565217,105,0.448,0,0
Spencer Hawes,0-4 Feet,0.04310344827586207,13,0.23076923076923078,0,0
Spencer Hawes,4-6 Feet,0.33333333333333337,102,0.402,0,0
Spencer Hawes,6+ Feet,0.6235632183908046,191,0.44,0,0
LeBron James,0-4 Feet,0.1592920353982301,49,0.42857142857142855,0,0
LeBron James,4-6 Feet,0.4778761061946902,145,0.303,0,0
LeBron James,6+ Feet,0.3628318584070796,110,0.455,0,0
Richard Jefferson,0-4 Feet,0.196969696969697,59,0.3559322033898305,0,0
Richard Jefferson,4-6 Feet,0.4913419913419914,148,0.412,0,0
Richard Jefferson,6+ Feet,0.3116883116883117,94,0.436,0,0
