name,dis,freq,fga,fgp,jrsmith1,jrsmith2
Kevin Love,0-4 Feet,0.1089588377723971,42,0.23809523809523808,0,0
Kevin Love,4-6 Feet,0.43099273607748184,167,0.383,0,0
Kevin Love,6+ Feet,0.4600484261501211,178,0.388,0,0
Ben McLemore,0-4 Feet,0.16560509554140126,64,0.328125,0,0
Ben McLemore,4-6 Feet,0.42250530785562634,164,0.329,0,0
Ben McLemore,6+ Feet,0.41188959660297236,160,0.394,0,0
Kyle Lowry,0-4 Feet,0.3262032085561497,128,0.328125,0,0
Kyle Lowry,4-6 Feet,0.4251336898395722,166,0.325,0,0
Kyle Lowry,6+ Feet,0.24866310160427807,97,0.371,0,0
Terrence Ross,0-4 Feet,0.3301158301158301,129,0.4496124031007752,1,0
Terrence Ross,4-6 Feet,0.4054054054054054,158,0.329,1,0
Terrence Ross,6+ Feet,0.2644787644787645,103,0.34,1,0
Trey Burke,0-4 Feet,0.2467866323907455,96,0.3645833333333333,1,0
Trey Burke,4-6 Feet,0.493573264781491,193,0.29,1,0
Trey Burke,6+ Feet,0.2596401028277635,101,0.327,1,0
Gerald Green,0-4 Feet,0.344,133,0.3157894736842105,0,0
Gerald Green,4-6 Feet,0.388,150,0.353,0,0
Gerald Green,6+ Feet,0.268,104,0.404,0,0
Kyrie Irving,0-4 Feet,0.3441558441558442,129,0.43410852713178294,0,0
Kyrie Irving,4-6 Feet,0.39935064935064934,149,0.436,0,0
Kyrie Irving,6+ Feet,0.2564935064935065,96,0.365,0,0
Matt Barnes,0-4 Feet,0.11148086522462564,41,0.43902439024390244,1,0
Matt Barnes,4-6 Feet,0.36938435940099834,137,0.336,1,0
Matt Barnes,6+ Feet,0.519134775374376,193,0.368,1,0
Jamal Crawford,0-4 Feet,0.456221198156682,166,0.27710843373493976,0,1
Jamal Crawford,4-6 Feet,0.37327188940092165,136,0.375,0,1
Jamal Crawford,6+ Feet,0.1705069124423963,62,0.355,0,1
Ryan Anderson,0-4 Feet,0.09939148073022312,36,0.3055555555555556,0,0
Ryan Anderson,4-6 Feet,0.4077079107505071,146,0.308,0,0
Ryan Anderson,6+ Feet,0.49290060851926976,177,0.373,0,0
Tim Hardaway Jr.,0-4 Feet,0.23279352226720648,81,0.30864197530864196,0,0
Tim Hardaway Jr.,4-6 Feet,0.5384615384615385,188,0.33,0,0
Tim Hardaway Jr.,6+ Feet,0.22874493927125508,80,0.4,0,0
Avery Bradley,0-4 Feet,0.19596541786743515,69,0.36231884057971014,0,0
Avery Bradley,4-6 Feet,0.4668587896253602,164,0.329,0,0
Avery Bradley,6+ Feet,0.3371757925072046,118,0.381,0,0
Greivis Vasquez,0-4 Feet,0.12577319587628866,44,0.3181818181818182,0,0
Greivis Vasquez,4-6 Feet,0.4577319587628866,161,0.317,0,0
Greivis Vasquez,6+ Feet,0.4164948453608247,146,0.466,0,0
Chris Paul,0-4 Feet,0.19732441471571907,68,0.3235294117647059,0,0
Chris Paul,4-6 Feet,0.45150501672240806,157,0.414,0,0
Chris Paul,6+ Feet,0.3511705685618729,122,0.41,0,0
Mo Williams,0-4 Feet,0.35872235872235875,125,0.32,0,0
Mo Williams,4-6 Feet,0.48648648648648646,169,0.337,0,0
Mo Williams,6+ Feet,0.1547911547911548,54,0.407,0,0
Chandler Parsons,0-4 Feet,0.2200956937799043,76,0.2894736842105263,0,0
Chandler Parsons,4-6 Feet,0.4377990430622009,151,0.43,0,0
Chandler Parsons,6+ Feet,0.3421052631578947,118,0.373,0,0
Channing Frye,0-4 Feet,0.11565585331452748,40,0.375,0,0
Channing Frye,4-6 Feet,0.4146685472496473,143,0.378,0,0
Channing Frye,6+ Feet,0.4696755994358251,162,0.407,0,0
Isaiah Thomas,0-4 Feet,0.4431818181818181,153,0.3202614379084967,0,1
Isaiah Thomas,4-6 Feet,0.39999999999999997,138,0.391,0,1
Isaiah Thomas,6+ Feet,0.15681818181818183,54,0.481,0,1
LeBron James,0-4 Feet,0.20229007633587787,67,0.29850746268656714,0,0
LeBron James,4-6 Feet,0.5190839694656488,172,0.378,0,0
LeBron James,6+ Feet,0.27862595419847325,92,0.348,0,0
Joe Johnson,0-4 Feet,0.15963855421686748,54,0.37037037037037035,0,0
Joe Johnson,4-6 Feet,0.38554216867469887,130,0.338,0,0
Joe Johnson,6+ Feet,0.4548192771084338,153,0.373,0,0
Arron Afflalo,0-4 Feet,0.3835978835978836,128,0.328125,0,0
Arron Afflalo,4-6 Feet,0.4232804232804232,141,0.34,0,0
Arron Afflalo,6+ Feet,0.19312169312169308,64,0.438,0,0
Gordon Hayward,0-4 Feet,0.1442622950819672,47,0.2553191489361702,0,0
Gordon Hayward,4-6 Feet,0.4295081967213115,142,0.338,0,0
Gordon Hayward,6+ Feet,0.42622950819672134,141,0.426,0,0
Draymond Green,0-4 Feet,0.06682027649769585,22,0.2727272727272727,0,0
Draymond Green,4-6 Feet,0.38709677419354843,127,0.252,0,0
Draymond Green,6+ Feet,0.5460829493087558,179,0.408,0,0
Anthony Morrow,0-4 Feet,0.2003780718336484,65,0.2153846153846154,0,0
Anthony Morrow,4-6 Feet,0.387523629489603,126,0.429,0,0
Anthony Morrow,6+ Feet,0.4120982986767486,134,0.545,0,0
Jason Terry,0-4 Feet,0.26556016597510373,85,0.3411764705882353,0,0
Jason Terry,4-6 Feet,0.4218533886583679,135,0.422,0,0
Jason Terry,6+ Feet,0.31258644536652835,100,0.37,0,0
Patrick Beverley,0-4 Feet,0.16447368421052633,53,0.2830188679245283,0,0
Patrick Beverley,4-6 Feet,0.47368421052631576,153,0.32,0,0
Patrick Beverley,6+ Feet,0.3618421052631579,117,0.436,0,0
Brandon Knight,0-4 Feet,0.16758241758241757,53,0.37735849056603776,0,0
Brandon Knight,4-6 Feet,0.4450549450549451,141,0.326,0,0
Brandon Knight,6+ Feet,0.3873626373626373,123,0.455,0,0
Eric Gordon,0-4 Feet,0.07894736842105263,25,0.28,0,0
Eric Gordon,4-6 Feet,0.5657894736842106,178,0.427,0,0
Eric Gordon,6+ Feet,0.3552631578947369,112,0.518,0,0
Aaron Brooks,0-4 Feet,0.3203125,99,0.3333333333333333,0,0
Aaron Brooks,4-6 Feet,0.4765625,148,0.399,0,0
Aaron Brooks,6+ Feet,0.203125,63,0.444,0,0
Marcus Morris,0-4 Feet,0.1508515815085158,47,0.3191489361702128,0,0
Marcus Morris,4-6 Feet,0.39902676399026765,125,0.312,0,0
Marcus Morris,6+ Feet,0.4501216545012165,141,0.411,0,0
Nikola Mirotic,0-4 Feet,0.10236220472440946,32,0.21875,0,0
Nikola Mirotic,4-6 Feet,0.4645669291338582,145,0.297,0,0
Nikola Mirotic,6+ Feet,0.4330708661417323,135,0.356,0,0
Nicolas Batum,0-4 Feet,0.12403100775193798,38,0.15789473684210525,0,0
Nicolas Batum,4-6 Feet,0.3798449612403101,117,0.333,0,0
Nicolas Batum,6+ Feet,0.49612403100775193,153,0.359,0,0
DeMarre Carroll,0-4 Feet,0.12499999999999999,37,0.40540540540540543,1,0
DeMarre Carroll,4-6 Feet,0.45258620689655166,135,0.385,1,0
DeMarre Carroll,6+ Feet,0.4224137931034483,126,0.405,1,0
Paul Pierce,0-4 Feet,0.3038793103448276,92,0.31521739130434784,0,0
Paul Pierce,4-6 Feet,0.44396551724137934,135,0.459,0,0
Paul Pierce,6+ Feet,0.25215517241379315,77,0.364,0,0
Danilo Gallinari,0-4 Feet,0.16384180790960454,49,0.3673469387755102,1,0
Danilo Gallinari,4-6 Feet,0.5348399246704331,161,0.36,1,0
Danilo Gallinari,6+ Feet,0.3013182674199623,91,0.341,1,0
